Id_cliente;Genero;Adulto_mayor;Tiene_pareja;Dependientes;Permanencia;ServicioTelefonico;LineasMultiples;ServicioInternet;SeguridadLinea;CopiaSeguridad;ProteccionDispositivo;SoporteTecnico;StreamingTV;StreamingPelicula;Contrato;FacturacionSpapel;MetodoPago;CargosMensuales;CargosTotales;Abandono
6434-TTGJP;Masculino;0;Si;Si;10;No;No hay servicio telefónico;DSL;Si;Si;Si;Si;No;Si;Dos años;No;Tarjeta de crédito (automática);537;521;No
0042-JVWOJ;Masculino;0;No;No;26;Si;No;No;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Un año;Si;Transferencia bancaria (automática);196;47185;No
0130-SXOUN;Masculino;0;No;No;66;Si;Si;Fibra optica;No;Si;No;No;No;Si;Mes a mes;No;Tarjeta de crédito (automática);894;59769;No
2575-GFSOE;Femenina;0;Si;Si;7;Si;No;Fibra optica;No;No;No;No;No;No;Mes a mes;Si;Cheque electronico;69;5069;Si
2330-PQGDQ;Masculino;0;Si;Si;51;Si;Si;Fibra optica;No;Si;No;Si;No;No;Un año;No;Transferencia bancaria (automática);842;429975;No
1452-UZOSF;Masculino;0;Si;Si;72;Si;Si;Fibra optica;Si;Si;Si;Si;Si;No;Dos años;Si;Tarjeta de crédito (automática);1061;75486;No
2097-YVPKN;Masculino;0;No;No;65;Si;Si;No;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Dos años;No;Cheque enviado por correo;2575;165475;No
2842-JTCCU;Masculino;0;No;No;2;Si;No;DSL;No;No;No;No;No;No;Mes a mes;No;Transferencia bancaria (automática);4605;8035;Si
8597-CTXVJ;Masculino;0;No;Si;70;Si;Si;DSL;Si;Si;No;Si;No;No;Un año;No;Transferencia bancaria (automática);6495;45515;No
6631-HMANX;Masculino;0;Si;No;72;Si;Si;DSL;No;Si;Si;Si;Si;Si;Dos años;Si;Tarjeta de crédito (automática);8545;62275;No
9962-BFPDU;Femenina;0;Si;Si;1;Si;No;No;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Mes a mes;No;Cheque enviado por correo;2005;2005;No
3296-SILRA;Femenina;1;Si;No;1;Si;No;Fibra optica;No;Si;No;No;No;No;Mes a mes;Si;Cheque enviado por correo;764;764;Si
9681-OXGVC;Femenina;0;No;No;5;Si;Si;Fibra optica;No;No;Si;No;Si;Si;Mes a mes;Si;Cheque electronico;1005;514;Si
6394-HHHZM;Masculino;0;No;No;3;Si;No;No;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Mes a mes;No;Cheque enviado por correo;207;575;No
5995-LFTLE;Masculino;0;No;No;58;Si;Si;No;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Dos años;Si;Tarjeta de crédito (automática);253;147435;No
5180-UCIIQ;Masculino;1;Si;Si;22;No;No hay servicio telefónico;DSL;Si;No;No;No;No;Si;Mes a mes;No;Cheque enviado por correo;4005;8802;Si
1932-UEDCX;Masculino;1;Si;No;33;Si;Si;Fibra optica;No;Si;No;No;Si;Si;Mes a mes;Si;Transferencia bancaria (automática);1006;327025;No
7153-OANIO;Masculino;0;No;No;1;Si;No;Fibra optica;No;No;No;No;No;No;Mes a mes;No;Cheque electronico;6995;6995;Si
5188-HGMLP;Masculino;1;Si;No;54;Si;Si;Fibra optica;No;No;No;No;No;No;Mes a mes;No;Transferencia bancaria (automática);74;391915;No
0665-XHDJU;Masculino;0;Si;No;72;Si;Si;Fibra optica;No;Si;No;No;Si;Si;Dos años;Si;Cheque electronico;994;72857;No
6521-YYTYI;Masculino;0;No;Si;1;Si;Si;Fibra optica;No;No;No;No;Si;Si;Mes a mes;Si;Cheque electronico;933;933;Si
8878-HMWBV;Masculino;0;No;No;3;Si;No;DSL;No;No;Si;No;No;No;Mes a mes;Si;Cheque electronico;4915;16905;Si
8265-HKSOW;Femenina;0;Si;Si;72;Si;Si;Fibra optica;Si;Si;Si;Si;No;Si;Dos años;No;Tarjeta de crédito (automática);10745;76583;No
3544-FBCAS;Femenina;0;Si;Si;72;Si;Si;DSL;Si;Si;Si;No;Si;Si;Dos años;Si;Tarjeta de crédito (automática);836;59593;No
5331-RGMTT;Masculino;1;Si;No;54;Si;Si;Fibra optica;No;No;Si;No;Si;Si;Mes a mes;Si;Tarjeta de crédito (automática);9905;52957;No
4759-PXTAN;Femenina;0;Si;No;59;Si;Si;DSL;No;Si;No;Si;Si;Si;Un año;Si;Cheque electronico;801;46932;No
7054-DMVAS;Masculino;0;No;No;54;Si;No;DSL;Si;Si;No;No;Si;No;Dos años;Si;Transferencia bancaria (automática);653;35129;No
3428-MMGUB;Masculino;0;No;No;60;Si;Si;Fibra optica;No;No;Si;No;Si;No;Dos años;Si;Cheque electronico;8955;52312;No
6549-BTYPG;Femenina;0;Si;No;60;No;No hay servicio telefónico;DSL;No;Si;Si;Si;Si;Si;Dos años;No;Tarjeta de crédito (automática);608;360345;No
7823-JSOAG;Masculino;0;No;No;3;Si;Si;Fibra optica;No;No;No;No;No;No;Mes a mes;No;Cheque electronico;745;21745;No
3705-RHRFR;Femenina;0;Si;No;69;Si;Si;Fibra optica;Si;No;No;No;Si;Si;Dos años;No;Transferencia bancaria (automática);9915;687535;No
9374-YOLBJ;Femenina;0;Si;Si;1;Si;No;No;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Mes a mes;No;Cheque electronico;1925;1925;No
9074-KGVOX;Masculino;0;Si;Si;50;No;No hay servicio telefónico;DSL;Si;No;No;No;Si;No;Mes a mes;Si;Tarjeta de crédito (automática);3945;202135;No
6128-DAFVY;Femenina;0;No;No;56;No;No hay servicio telefónico;DSL;No;No;No;No;Si;Si;Mes a mes;Si;Tarjeta de crédito (automática);4485;256495;No
9933-QRGTX;Femenina;0;Si;No;60;Si;No;Fibra optica;Si;No;No;Si;Si;Si;Dos años;Si;Cheque electronico;972;561175;No
4476-OSWTN;Masculino;1;Si;No;69;Si;Si;Fibra optica;Si;No;Si;Si;Si;Si;Un año;Si;Cheque enviado por correo;11055;76101;No
3751-KTZEL;Femenina;0;No;No;1;No;No hay servicio telefónico;DSL;No;No;No;No;No;Si;Mes a mes;No;Cheque enviado por correo;3505;3505;Si
1977-STDKI;Femenina;1;No;No;1;Si;No;Fibra optica;No;Si;No;No;No;No;Mes a mes;Si;Cheque electronico;73;73;Si
5066-GFJMM;Femenina;0;Si;No;3;Si;No;No;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Mes a mes;Si;Cheque enviado por correo;199;4575;No
2661-GKBTK;Masculino;0;Si;Si;60;Si;No;DSL;No;Si;No;Si;Si;Si;Dos años;No;Transferencia bancaria (automática);7695;454395;No
0458-HEUZG;Femenina;0;No;No;13;No;No hay servicio telefónico;DSL;No;No;Si;Si;No;No;Dos años;No;Cheque enviado por correo;354;4504;No
7268-WNTCP;Masculino;0;Si;Si;62;Si;No;No;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Dos años;No;Transferencia bancaria (automática);2045;129735;No
0824-VWDPO;Femenina;0;No;No;45;Si;Si;Fibra optica;Si;Si;No;No;No;Si;Un año;No;Transferencia bancaria (automática);9675;444275;No
8409-WQJUX;Femenina;0;No;No;25;No;No hay servicio telefónico;DSL;No;No;Si;Si;Si;Si;Un año;No;Cheque electronico;542;142315;No
2578-JQPHZ;Masculino;0;No;No;44;Si;No;Fibra optica;No;No;Si;Si;Si;Si;Dos años;No;Transferencia bancaria (automática);1001;437835;No
3278-FSIXX;Femenina;0;No;No;2;Si;No;DSL;No;No;No;No;No;No;Mes a mes;Si;Cheque enviado por correo;4525;742;No
5813-UECBU;Masculino;1;No;No;33;Si;Si;Fibra optica;No;Si;Si;No;No;No;Mes a mes;Si;Tarjeta de crédito (automática);8385;27163;Si
0328-GRPMV;Femenina;0;No;No;1;Si;No;Fibra optica;No;No;No;No;No;No;Mes a mes;Si;Cheque electronico;701;701;Si
9746-UGFAC;Femenina;0;No;No;22;Si;No;No;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Un año;No;Transferencia bancaria (automática);2085;45065;No
2946-KIQSP;Femenina;0;No;No;35;No;No hay servicio telefónico;DSL;No;No;Si;Si;No;No;Mes a mes;Si;Cheque enviado por correo;3345;117585;No
0625-AFOHS;Femenina;0;Si;Si;29;Si;No;No;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Dos años;No;Cheque enviado por correo;202;5588;No
6726-WEXXK;Masculino;1;Si;No;27;Si;Si;Fibra optica;Si;No;Si;No;No;No;Un año;Si;Cheque electronico;859;22201;No
4636-OLWOE;Masculino;0;No;Si;54;Si;No;DSL;No;Si;Si;Si;No;No;Un año;Si;Cheque electronico;61;328305;No
4342-HENTK;Femenina;1;No;No;2;Si;No;Fibra optica;No;No;No;No;No;No;Mes a mes;Si;Cheque electronico;7065;14235;Si
4685-ERGHK;Masculino;0;No;No;57;Si;Si;Fibra optica;No;No;No;No;Si;No;Un año;Si;Cheque electronico;869;493925;No
0885-HMGPY;Masculino;0;No;No;62;Si;Si;DSL;Si;Si;Si;Si;No;No;Dos años;No;Transferencia bancaria (automática);694;42375;No
5003-OKNNK;Femenina;0;Si;Si;15;Si;No;No;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Un año;No;Tarjeta de crédito (automática);2035;33595;No
4195-SMMNX;Masculino;0;No;No;2;Si;No;No;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Mes a mes;No;Cheque enviado por correo;2035;332;Si
7208-PSIHR;Femenina;0;Si;No;70;Si;Si;Fibra optica;No;No;Si;Si;Si;Si;Dos años;Si;Transferencia bancaria (automática);1043;71885;No
4012-ZTHBR;Femenina;0;Si;Si;21;Si;No;DSL;No;No;No;No;No;No;Mes a mes;Si;Cheque electronico;4495;92625;No
0489-WMEMG;Femenina;0;No;Si;23;Si;No;DSL;No;No;No;Si;No;No;Un año;Si;Cheque electronico;4945;111935;No
7435-ZNUYY;Masculino;0;No;No;6;Si;No;No;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Un año;No;Cheque enviado por correo;206;1166;No
1354-YZFNB;Masculino;0;Si;Si;4;Si;No;No;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Dos años;No;Tarjeta de crédito (automática);1955;688;No
6956-SMUCM;Femenina;0;No;No;3;Si;No;Fibra optica;Si;No;Si;No;Si;Si;Mes a mes;Si;Tarjeta de crédito (automática);99;2874;Si
2985-FMWYF;Femenina;0;No;No;23;Si;Si;Fibra optica;No;No;No;No;Si;Si;Mes a mes;Si;Cheque electronico;935;234155;No
2812-ENYMO;Masculino;0;No;No;26;No;No hay servicio telefónico;DSL;Si;No;No;Si;Si;Si;Un año;No;Tarjeta de crédito (automática);5455;136285;No
2717-HVIZY;Femenina;0;No;Si;8;Si;No;No;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Mes a mes;No;Cheque enviado por correo;2005;1636;No
3223-WZWJM;Masculino;0;No;No;26;Si;Si;Fibra optica;No;No;No;No;No;Si;Mes a mes;Si;Cheque electronico;8395;22542;Si
3422-GALYP;Masculino;0;No;No;2;Si;Si;Fibra optica;No;Si;No;No;No;No;Mes a mes;Si;Cheque electronico;7945;14515;No
9053-JZFKV;Masculino;0;No;No;67;Si;Si;Fibra optica;Si;Si;Si;Si;Si;Si;Dos años;No;Tarjeta de crédito (automática);1162;77523;Si
2530-ENDWQ;Femenina;0;Si;No;71;Si;Si;Fibra optica;No;No;No;No;Si;Si;Dos años;Si;Transferencia bancaria (automática);937;658535;Si
2890-WFBHU;Femenina;0;No;No;59;Si;Si;DSL;Si;Si;Si;Si;No;Si;Un año;No;Tarjeta de crédito (automática);7985;47861;No
0327-WFZSY;Masculino;0;Si;Si;39;Si;Si;Fibra optica;No;No;Si;No;Si;Si;Un año;No;Cheque electronico;100;383555;No
7977-HXJKU;Masculino;0;No;Si;21;Si;No;No;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Dos años;No;Cheque enviado por correo;196;397;No
6615-ZGEDR;Masculino;0;No;No;1;Si;No;No;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Mes a mes;No;Cheque enviado por correo;197;197;Si
7033-CLAMM;Femenina;0;Si;Si;48;Si;No;No;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Dos años;No;Transferencia bancaria (automática);202;102725;No
4023-RTIQM;Femenina;1;Si;No;31;No;No hay servicio telefónico;DSL;Si;Si;Si;No;No;Si;Un año;Si;Tarjeta de crédito (automática);504;15801;No
0864-FVJNJ;Femenina;0;Si;Si;64;Si;Si;Fibra optica;Si;Si;Si;Si;Si;Si;Un año;No;Cheque electronico;11335;722275;No
7356-IWLFW;Masculino;0;Si;Si;46;Si;Si;Fibra optica;No;Si;No;No;No;No;Mes a mes;Si;Transferencia bancaria (automática);80;37697;No
9541-PWTWO;Femenina;0;No;No;52;Si;Si;DSL;No;No;Si;Si;Si;Si;Dos años;Si;Transferencia bancaria (automática);8095;423395;No
3967-VQOGC;Femenina;0;Si;Si;67;Si;Si;No;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Dos años;Si;Cheque enviado por correo;249;168025;No
7872-RDDLZ;Femenina;1;No;No;67;Si;Si;DSL;No;Si;No;No;No;No;Mes a mes;No;Cheque electronico;549;37255;No
9250-WYPLL;Femenina;0;No;No;5;Si;Si;Fibra optica;No;No;No;No;No;No;Mes a mes;No;Cheque electronico;7555;41365;Si
6308-CQRBU;Femenina;0;Si;No;71;Si;Si;Fibra optica;No;Si;Si;Si;Si;Si;Dos años;No;Cheque electronico;10925;77077;No
2754-XBHTB;Femenina;0;No;No;9;Si;No;Fibra optica;No;No;No;No;Si;No;Mes a mes;Si;Transferencia bancaria (automática);7765;71415;Si
1597-LHYNC;Femenina;1;No;No;26;Si;Si;Fibra optica;Si;Si;No;No;No;Si;Mes a mes;Si;Cheque electronico;95;24972;Si
0186-CAERR;Masculino;0;No;No;71;Si;Si;Fibra optica;Si;Si;Si;Si;Si;Si;Un año;Si;Transferencia bancaria (automática);1163;830955;No
3043-SUDUA;Femenina;0;No;No;32;Si;No;No;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Mes a mes;No;Transferencia bancaria (automática);199;60155;No
5442-BHQNG;Femenina;0;No;No;2;Si;No;Fibra optica;No;No;No;No;No;No;Mes a mes;No;Cheque electronico;7035;13925;No
2169-RRLFW;Femenina;0;Si;No;71;Si;Si;No;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Dos años;No;Tarjeta de crédito (automática);256;188825;No
5872-OEQNH;Femenina;0;No;No;60;No;No hay servicio telefónico;DSL;Si;No;Si;No;No;Si;Un año;Si;Cheque electronico;4445;27739;No
3162-KKZXO;Femenina;1;No;No;55;Si;Si;Fibra optica;No;No;Si;No;Si;Si;Un año;Si;Cheque electronico;10015;540975;No
7055-VKGDA;Masculino;0;No;No;54;Si;No;Fibra optica;Si;Si;No;Si;Si;Si;Un año;Si;Tarjeta de crédito (automática);1054;56434;Si
0754-UKWQP;Masculino;0;No;No;2;Si;No;Fibra optica;No;No;Si;No;Si;Si;Mes a mes;Si;Cheque electronico;9585;1977;Si
8873-GLDMH;Femenina;0;No;No;6;Si;Si;Fibra optica;No;No;No;No;No;No;Mes a mes;Si;Cheque enviado por correo;7385;4013;No
5696-JVVQY;Femenina;0;Si;Si;48;Si;No;DSL;Si;Si;Si;No;No;Si;Dos años;Si;Tarjeta de crédito (automática);701;32384;No
8946-BFWSG;Masculino;0;Si;Si;63;Si;Si;No;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Dos años;No;Cheque enviado por correo;2525;157305;No
7493-TPUWZ;Masculino;0;No;No;1;Si;Si;Fibra optica;No;Si;No;No;No;No;Mes a mes;Si;Cheque electronico;7915;7915;Si
0547-HURJB;Masculino;0;No;Si;12;Si;No;No;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Mes a mes;No;Tarjeta de crédito (automática);2105;2358;No
8904-OPDCK;Masculino;1;Si;No;54;No;No hay servicio telefónico;DSL;No;No;No;No;No;No;Mes a mes;Si;Transferencia bancaria (automática);2495;136475;No
8845-LWKGE;Femenina;0;Si;Si;30;Si;No;DSL;No;No;Si;Si;Si;No;Un año;Si;Cheque electronico;645;198515;No
1577-HKTFG;Femenina;0;Si;No;30;Si;No;No;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Mes a mes;No;Transferencia bancaria (automática);1965;65585;Si
8752-STIVR;Femenina;0;No;No;4;Si;No;Fibra optica;No;No;No;No;Si;No;Mes a mes;Si;Cheque electronico;79;30315;Si
0691-NIKRI;Femenina;0;No;No;40;Si;Si;Fibra optica;No;No;Si;Si;Si;Si;Un año;Si;Tarjeta de crédito (automática);10595;43352;No
5022-JNQEQ;Femenina;0;Si;Si;9;Si;No;Fibra optica;No;No;No;Si;No;No;Mes a mes;Si;Cheque electronico;7585;6475;No
4558-FANTW;Femenina;0;Si;Si;17;Si;No;Fibra optica;Si;No;No;Si;Si;No;Mes a mes;No;Cheque electronico;9185;157445;Si
3249-VHRIP;Femenina;0;No;No;62;No;No hay servicio telefónico;DSL;No;Si;Si;No;No;Si;Dos años;Si;Tarjeta de crédito (automática);436;27487;No
3736-BLEPA;Masculino;0;No;No;28;Si;No;Fibra optica;No;Si;No;Si;Si;No;Un año;Si;Transferencia bancaria (automática);9125;248365;No
4701-LKOZD;Femenina;0;No;No;70;Si;Si;DSL;Si;Si;Si;Si;Si;Si;Dos años;No;Tarjeta de crédito (automática);8975;63672;No
6603-QWSPR;Femenina;0;No;No;46;Si;No;Fibra optica;No;Si;Si;Si;Si;Si;Dos años;Si;Transferencia bancaria (automática);1044;49042;No
9921-QFQUL;Femenina;0;Si;No;23;Si;Si;Fibra optica;No;No;Si;No;No;Si;Mes a mes;No;Cheque enviado por correo;9015;204495;No
1929-ZCBHE;Masculino;0;Si;Si;47;No;No hay servicio telefónico;DSL;Si;No;Si;Si;No;No;Un año;No;Cheque electronico;403;17948;No
4378-MYPGO;Masculino;0;Si;Si;68;Si;No;Fibra optica;Si;Si;Si;No;Si;Si;Dos años;Si;Transferencia bancaria (automática);10525;717315;No
8651-ENBZX;Femenina;1;No;No;60;Si;Si;Fibra optica;No;No;Si;Si;Si;Si;Un año;Si;Cheque electronico;106;64414;Si
4129-LYCOI;Femenina;0;No;Si;67;Si;Si;Fibra optica;No;Si;No;Si;Si;Si;Dos años;Si;Cheque electronico;104;703905;No
7798-JVXYM;Femenina;0;No;No;14;Si;No;DSL;No;No;No;Si;Si;Si;Mes a mes;Si;Cheque electronico;6965;9214;No
8647-SDTWQ;Masculino;0;Si;Si;57;Si;Si;Fibra optica;No;No;No;No;No;No;Mes a mes;Si;Cheque electronico;743;401835;No
2696-ECXKC;Femenina;0;Si;Si;55;Si;Si;Fibra optica;Si;No;No;No;Si;Si;Un año;No;Cheque enviado por correo;1009;54486;No
2081-KJSQF;Masculino;0;No;No;1;Si;No;No;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Mes a mes;Si;Cheque enviado por correo;2025;2025;No
7623-TRNQN;Masculino;0;No;Si;1;Si;No;DSL;No;No;No;Si;No;No;Mes a mes;Si;Cheque enviado por correo;499;499;Si
3323-CPBWR;Masculino;0;No;No;23;Si;Si;Fibra optica;No;No;Si;Si;Si;No;Mes a mes;Si;Tarjeta de crédito (automática);969;208545;No
9330-IJWIO;Femenina;0;No;No;13;Si;Si;Fibra optica;Si;No;No;No;Si;Si;Mes a mes;Si;Cheque electronico;10035;135885;Si
3384-CTMSF;Masculino;0;Si;No;47;Si;Si;Fibra optica;No;Si;Si;No;Si;Si;Mes a mes;Si;Cheque electronico;1041;513515;No
0902-RFHOF;Masculino;0;No;No;38;Si;No;No;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Un año;No;Cheque enviado por correo;201;7301;No
9286-DOJGF;Femenina;1;Si;No;38;Si;Si;Fibra optica;No;No;No;No;No;No;Mes a mes;Si;Transferencia bancaria (automática);7495;286985;Si
6048-QBXKL;Femenina;1;No;No;2;Si;Si;DSL;No;Si;No;No;No;No;Mes a mes;Si;Tarjeta de crédito (automática);5655;11825;No
9661-MHUMO;Masculino;1;Si;Si;1;Si;No;DSL;No;No;No;Si;No;No;Mes a mes;Si;Tarjeta de crédito (automática);4925;4925;Si
7718-RXDGG;Masculino;0;Si;No;15;Si;No;Fibra optica;No;No;No;No;No;No;Mes a mes;Si;Transferencia bancaria (automática);686;11086;No
1025-FALIX;Femenina;0;No;No;26;Si;No;Fibra optica;No;No;No;No;No;No;Mes a mes;Si;Tarjeta de crédito (automática);6905;181565;No
3451-VAWLI;Femenina;0;Si;Si;35;Si;No;No;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Dos años;No;Tarjeta de crédito (automática);197;7304;No
3407-QGWLG;Masculino;0;No;Si;3;Si;No;No;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Mes a mes;Si;Cheque enviado por correo;2005;7545;No
1842-EZJMK;Masculino;0;Si;Si;50;Si;Si;Fibra optica;No;Si;No;Si;Si;Si;Mes a mes;No;Cheque electronico;1037;507105;Si
2347-WKKAE;Masculino;0;Si;No;42;Si;Si;Fibra optica;Si;No;Si;No;No;Si;Mes a mes;Si;Cheque electronico;944;40146;No
8735-DCXNF;Masculino;0;Si;No;10;Si;No;DSL;Si;No;No;Si;No;No;Mes a mes;Si;Tarjeta de crédito (automática);5495;56885;No
3214-IYUUQ;Femenina;0;Si;No;61;Si;No;Fibra optica;Si;Si;No;Si;No;Si;Un año;No;Transferencia bancaria (automática);937;58607;No
1936-UAFEH;Femenina;0;No;No;68;Si;Si;Fibra optica;Si;Si;No;Si;Si;Si;Dos años;No;Tarjeta de crédito (automática);11025;727935;No
3587-PMCOY;Masculino;0;No;No;10;Si;No;Fibra optica;Si;No;Si;No;Si;Si;Un año;Si;Cheque electronico;989;106495;No
8079-XRJRS;Masculino;0;Si;No;65;Si;Si;Fibra optica;Si;Si;Si;No;No;No;Un año;No;Cheque electronico;8975;57696;Si
1027-LKKQQ;Femenina;0;Si;Si;72;Si;No;DSL;Si;No;Si;Si;Si;Si;Dos años;Si;Transferencia bancaria (automática);8045;588685;No
7148-XZPHA;Masculino;0;Si;Si;55;Si;No;Fibra optica;No;Si;No;Si;No;No;Mes a mes;No;Cheque electronico;794;423845;No
8073-IJDCM;Femenina;0;No;No;1;Si;No;No;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Mes a mes;Si;Cheque enviado por correo;203;203;Si
5309-TAIKL;Femenina;0;No;No;7;Si;No;DSL;No;No;Si;Si;No;Si;Mes a mes;No;Transferencia bancaria (automática);628;4183;No
6856-RAURS;Femenina;0;No;No;2;Si;Si;Fibra optica;No;No;No;No;No;No;Mes a mes;Si;Cheque enviado por correo;749;13605;No
8778-LMWTJ;Femenina;0;No;No;9;Si;No;Fibra optica;Si;No;No;No;No;No;Mes a mes;Si;Cheque electronico;7485;7082;No
9717-IOAAF;Masculino;0;No;Si;27;Si;Si;No;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Dos años;Si;Tarjeta de crédito (automática);2585;78855;No
8884-ADFVN;Masculino;1;Si;No;7;Si;Si;Fibra optica;No;No;Si;No;Si;Si;Mes a mes;Si;Cheque electronico;10195;70085;Si
2845-KDHVX;Femenina;0;Si;No;64;Si;No;DSL;No;Si;Si;Si;No;Si;Dos años;Si;Cheque enviado por correo;683;43788;No
0848-SOMKO;Masculino;0;No;No;70;No;No hay servicio telefónico;DSL;Si;No;Si;Si;No;Si;Dos años;No;Transferencia bancaria (automática);484;34428;No
2720-WGKHP;Masculino;1;No;No;2;Si;Si;Fibra optica;No;No;No;No;Si;Si;Mes a mes;Si;Cheque electronico;94;1817;Si
6734-FQAJX;Masculino;1;No;No;67;Si;No;Fibra optica;Si;Si;No;Si;Si;Si;Dos años;Si;Cheque electronico;10505;71717;No
2869-ADAWR;Femenina;0;No;No;45;Si;Si;Fibra optica;No;Si;No;No;Si;No;Mes a mes;Si;Tarjeta de crédito (automática);893;401685;Si
1535-VTJOQ;Femenina;0;No;No;24;Si;Si;No;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Dos años;No;Tarjeta de crédito (automática);2515;553;No
6368-TZZDT;Masculino;0;Si;Si;4;Si;No;No;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Dos años;No;Tarjeta de crédito (automática);195;9685;No
0943-ZQPXH;Masculino;0;Si;Si;44;Si;No;Fibra optica;No;No;Si;No;Si;Si;Mes a mes;Si;Transferencia bancaria (automática);9295;41229;No
1293-BSEUN;Femenina;0;Si;Si;72;Si;No;No;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Dos años;Si;Cheque enviado por correo;207;14823;No
9894-EZEWG;Femenina;0;No;No;1;Si;No;Fibra optica;No;Si;No;No;No;No;Mes a mes;Si;Tarjeta de crédito (automática);743;743;Si
1302-TPUBN;Masculino;0;No;No;66;Si;No;No;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Sin servicio de internet;Dos años;No;Transferencia bancaria (automática);1935;12408;No
7851-FLGGQ;Masculino;0;No;No;1;No;No hay servicio telefónico;DSL;No;Si;No;Si;No;Si;Mes a mes;Si;Cheque enviado por correo;4465;4465;Si
0637-UBJRP;Masculino;0;Si;Si;13;Si;No;Fibra optica;Si;No;No;No;No;Si;Mes a mes;No;Cheque electronico;8405;10953;Si
0940-OUQEC;Masculino;0;No;No;10;Si;Si;Fibra optica;No;Si;No;No;No;No;Mes a mes;Si;Transferencia bancaria (automática);807;7888;Si
2378-VTKDH;Masculino;1;Si;No;65;Si;Si;Fibra optica;No;Si;Si;No;Si;Si;Mes a mes;Si;Cheque electronico;10435;657855;No
